locus_tag	gene_name	ncrna	start	end	strand	read_count	ins_index	gene_length	ins_count	fcn
ABUW_1049	rarD	0	1057587	1058531	1	0	0	945	0	"RarD protein"
ABUW_1050	gap	0	1058748	1060205	1	0	0	1458	0	"glyceraldehyde-3-phosphate dehydrogenase"
ABUW_1051	ABUW_1051	0	1060355	1061089	1	0	0	735	0	"hypothetical protein"
ABUW_1052	ABUW_1052	0	1061101	1061775	1	0	0	675	0	"hypothetical protein"
ABUW_1053	ABUW_1053	0	1061940	1063160	1	0	0	1221	0	"GTP-binding protein Obg/CgtA"
ABUW_1054	proB	0	1063176	1064309	1	0	0	1134	0	"glutamate 5-kinase"
ABUW_1055	ABUW_1055	0	1064336	1064992	-1	0	0	657	0	"phosphoserine phosphatase"
ABUW_1056	ABUW_1056	0	1064959	1066233	-1	0	0	1275	0	"hypothetical protein"
ABUW_1057	dusB	0	1066251	1067276	1	0	0	1026	0	"tRNA-dihydrouridine synthase B"
ABUW_1058	ABUW_1058	0	1067320	1068366	-1	0	0	1047	0	"2-nitropropane dioxygenase"
ABUW_1059	ABUW_1059	0	1068477	1069178	-1	0	0	702	0	"hypothetical protein"
ABUW_1060	ABUW_1060	0	1069431	1070651	1	0	0	1221	0	"hypothetical protein"
ABUW_1061	wecB	0	1070654	1071790	1	0	0	1137	0	"UDP-N-acetylglucosamine 2-epimerase"
ABUW_1062	ABUW_1062	0	1071798	1072703	-1	0	0	906	0	"hypothetical protein"
ABUW_1063	ABUW_1063	0	1072681	1074525	-1	0	0	1845	0	"hypothetical protein"
ABUW_1064	ABUW_1064	0	1074526	1075776	-1	0	0	1251	0	glycosyltransferase
ABUW_1065	ABUW_1065	0	1075763	1076659	-1	0	0	897	0	"hypothetical protein"
ABUW_1066	ABUW_1066	0	1076659	1077399	-1	0	0	741	0	"hypothetical protein"
ABUW_1067	phrB	0	1077594	1079036	-1	0	0	1443	0	"deoxyribodipyrimidine photo-lyase"
ABUW_1068	slyD	0	1079141	1079623	-1	2	0.00459770114942529	483	2	"peptidyl-prolyl cis-trans isomerase, FKBP-type"
ABUW_1069	ndh	0	1079759	1081045	-1	0	0	1287	0	"NADH dehydrogenase"
ABUW_1070	ABUW_1070	0	1081145	1082464	-1	389	0.00252525252525253	1320	3	"D-ala-D-ala-carboxypeptidase penicillin-binding protein"
ABUW_1071	ABUW_1071	0	1082637	1084340	1	0	0	1704	0	"peptidase M61"
ABUW_1072	idh	0	1084741	1086978	1	7	0.000496277915632754	2238	1	"isocitrate dehydrogenase, NADP-dependent"
ABUW_1073	ABUW_1073	0	1087096	1087884	-1	0	0	789	0	"pseudouridine synthase, Rsu"
ABUW_1074	icd	0	1088085	1089341	1	0	0	1257	0	"isocitrate dehydrogenase, NADP-dependent"
ABUW_1075	ABUW_1075	0	1089445	1089933	-1	0	0	489	0	pseudogene
ABUW_1076	ABUW_1076	0	1089934	1090344	-1	0	0	411	0	"hypothetical protein"
ABUW_1077	ABUW_1077	0	1090570	1090695	-1	0	0	126	0	"hypothetical protein"
ABUW_1078	ABUW_1078	0	1090692	1091870	-1	0	0	1179	0	"major facilitator family transporter"
ABUW_1079	ABUW_1079	0	1091967	1092848	1	0	0	882	0	"LysR family transcriptional regulator"
ABUW_1080	ABUW_1080	0	1093046	1094440	1	0	0	1395	0	"transport protein"
ABUW_1081	ABUW_1081	0	1094589	1095404	1	0	0	816	0	"phenazine biosynthesis protein"
ABUW_1082	ABUW_1082	0	1095526	1098288	1	0	0	2763	0	protease
ABUW_1083	ABUW_1083	0	1098346	1098729	-1	0	0	384	0	"hypothetical protein"
ABUW_1084	ABUW_1084	0	1098833	1099465	1	0	0	633	0	"hypothetical protein"
ABUW_1085	ABUW_1085	0	1099501	1100964	-1	0	0	1464	0	"adenylate cyclase"
ABUW_1086	ABUW_1086	0	1101136	1101513	1	0	0	378	0	"hypothetical protein"
ABUW_1087	cas	0	1101636	1102601	1	0	0	966	0	"crispr-associated protein Cas1"
ABUW_1088	ABUW_1088	0	1102598	1105972	1	0	0	3375	0	"crispr-associated helicase Cas3"
ABUW_1089	csy1	0	1105988	1107238	1	0	0	1251	0	"crispr-associated protein, Csy1 family"
ABUW_1090	ABUW_1090	0	1107238	1108122	1	0	0	885	0	"crispr-associated protein, Csy2 family protein"
ABUW_1091	ABUW_1091	0	1108149	1109162	1	0	0	1014	0	"Csy3 family crispr-associated protein"
ABUW_1092	csy4	0	1109165	1109776	1	0	0	612	0	"crispr-associated protein, Csy4 family"
ABUW_1093	ABUW_1093	0	1110065	1110610	-1	0	0	546	0	"hypothetical protein"
ABUW_1094	ABUW_1094	0	1110835	1111029	1	0	0	195	0	"hypothetical protein"
ABUW_1095	ABUW_1095	0	1111094	1111261	-1	0	0	168	0	"hypothetical protein"
ABUW_1096	ABUW_1096	0	1111945	1112100	1	0	0	156	0	"hypothetical protein"
ABUW_1097	thiE	0	1113160	1113771	1	0	0	612	0	"thiamine-phosphate pyrophosphorylase"
ABUW_1098	hemL	0	1113814	1115112	1	0	0	1299	0	glutamate-1-semialdehyde-2,1-aminomutase
ABUW_1099	ABUW_1099	0	1115174	1115878	1	0	0	705	0	"acyl carrier protein"
ABUW_1100	rluA	0	1116011	1116649	1	0	0	639	0	"pseudouridine synthase A"
ABUW_1101	hepA	0	1116803	1119631	1	0	0	2829	0	"RNA helicase"
ABUW_1102	ABUW_1102	0	1119689	1120705	-1	0	0	1017	0	"hypothetical protein"
ABUW_1103	ABUW_1103	0	1120872	1121567	-1	0	0	696	0	"transcriptional regulator, TetR family"
ABUW_1104	ABUW_1104	0	1121708	1122778	1	0	0	1071	0	oxidoreductase
ABUW_1105	ABUW_1105	0	1122791	1123885	1	0	0	1095	0	"fatty acid desaturase"
ABUW_1106	ABUW_1106	0	1123919	1124383	-1	0	0	465	0	"hypothetical protein"
ABUW_1107	ABUW_1107	0	1124504	1125136	1	0	0	633	0	"transcriptional regulator, TetR family"
ABUW_1108	ABUW_1108	0	1125192	1125893	-1	0	0	702	0	"hypothetical protein"
ABUW_1109	dat	0	1126361	1127734	1	0	0	1374	0	"diaminobutyrate--2-oxoglutarate aminotransferase"
ABUW_1110	ddc	0	1127737	1129269	1	0	0	1533	0	"diaminobutyrate decarboxylase"
ABUW_1111	ABUW_1111	0	1129545	1130975	1	0	0	1431	0	"aldehyde dehydrogenase"
ABUW_1112	ABUW_1112	0	1131048	1131533	-1	0	0	486	0	"transcriptional regulator, AsnC family"
ABUW_1113	ABUW_1113	0	1131668	1133389	1	0	0	1722	0	"indole-3-pyruvate decarboxylase"
ABUW_1114	aroP3	0	1133530	1134909	1	0	0	1380	0	"aromatic amino acid transport protein"
ABUW_1115	ABUW_1115	0	1135365	1136396	1	0	0	1032	0	"phosphate ABC transporter, substrate-binding protein"
ABUW_1116	pstC	0	1136497	1137876	1	0	0	1380	0	"phosphate ABC transporter, permease protein (EsvD)"
ABUW_1117	pstA	0	1137873	1139270	1	0	0	1398	0	"phosphate ABC transporter, permease protein"
ABUW_1118	pstB	0	1139284	1140186	1	0	0	903	0	"phosphate ABC transporter, ATP-binding protein"
ABUW_1119	ABUW_1119	0	1140333	1141295	1	0	0	963	0	"peptidase S49"
ABUW_1120	ABUW_1120	0	1141571	1143757	1	0	0	2187	0	"hypothetical protein"
ABUW_1121	ABUW_1121	0	1143807	1144448	-1	0	0	642	0	"hypothetical protein"
ABUW_1122	purB	0	1144531	1145919	-1	0	0	1389	0	"adenylosuccinate lyase"
ABUW_1123	ABUW_1123	0	1145974	1146708	-1	0	0	735	0	"hypothetical protein"
ABUW_1124	trmU	0	1146722	1147855	-1	0	0	1134	0	"tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase"
ABUW_1125	ABUW_1125	0	1147860	1148348	-1	0	0	489	0	"hydrolase, NUDIX family"
ABUW_1126	ABUW_1126	0	1148468	1149013	-1	0	0	546	0	"putative transferase"
ABUW_1127	dacC	0	1149113	1150261	-1	7	0.000966183574879227	1149	1	"penicillin-binding protein 6 (D-alanyl-D-alanine carboxypeptidase)"
ABUW_1128	ABUW_1128	0	1150388	1150810	-1	0	0	423	0	"hypothetical protein"
ABUW_1129	ABUW_1129	0	1150958	1151329	-1	0	0	372	0	"hypothetical protein"
ABUW_1130	surE	0	1151432	1152199	1	0	0	768	0	"5'/3'-nucleotidase SurE"
ABUW_1131	nlpD	0	1152314	1153144	1	0	0	831	0	"peptidase M23B"
ABUW_1132	ABUW_1132	0	1153246	1154175	1	0	0	930	0	"transcriptional regulator, LysR family"
ABUW_1133	ABUW_1133	0	1154233	1156851	-1	0	0	2619	0	"peptidase S16, lon domain protein"
ABUW_1134	ABUW_1134	0	1157018	1159207	1	0	0	2190	0	"major facilitator superfamily MFS_1"
ABUW_1135	gloA	0	1159210	1159611	1	0	0	402	0	"glyoxalase I"
ABUW_1136	ABUW_1136	0	1159751	1160716	1	0	0	966	0	"sodium/bile acid symporter family protein"
ABUW_1137	rpmE1	0	1160910	1161134	1	0	0	225	0	"ribosomal protein L31"
ABUW_1138	ABUW_1138	0	1161197	1163320	-1	0	0	2124	0	"hypothetical protein"
ABUW_1139	ABUW_1139	0	1163302	1165044	-1	0	0	1743	0	"hypothetical protein"
ABUW_1140	ABUW_1140	0	1165063	1166079	-1	0	0	1017	0	"hypothetical protein"
ABUW_1141	efp	0	1166153	1166722	1	0	0	570	0	"translation elongation factor P"
ABUW_1142	cstA	0	1166889	1168985	1	0	0	2097	0	"carbon starvation protein A"
ABUW_1143	ABUW_1143	0	1168985	1169290	1	0	0	306	0	"hypothetical protein"
ABUW_1144	ABUW_1144	0	1169458	1169534	1	0	0	77	0	
ABUW_1145	ABUW_1145	0	1170003	1170929	1	0	0	927	0	"glycine cleavage system transcriptional activator"
ABUW_1146	ABUW_1146	0	1170995	1172293	-1	0	0	1299	0	"proline dipeptidase"
ABUW_1147	ABUW_1147	0	1172440	1174116	-1	0	0	1677	0	"glycine betaine transporter OpuD"
ABUW_1148	ABUW_1148	0	1174334	1176031	-1	0	0	1698	0	"glycine betaine transporter OpuD"
ABUW_1149	ABUW_1149	0	1176359	1177549	1	0	0	1191	0	"rieske 2Fe-2S family protein"
ABUW_1150	ABUW_1150	0	1177551	1178981	1	0	0	1431	0	"aldehyde dehydrogenase"
ABUW_1151	ABUW_1151	0	1179010	1180365	1	0	0	1356	0	"rubredoxin-NAD(+) reductase"
ABUW_1152	ABUW_1152	0	1180383	1181699	1	0	0	1317	0	"FAD dependent oxidoreductase"
ABUW_1153	ABUW_1153	0	1181713	1182066	1	0	0	354	0	"hypothetical protein"
ABUW_1154	ABUW_1154	0	1182271	1183443	1	0	0	1173	0	"hypothetical protein"
ABUW_1155	ABUW_1155	0	1183520	1184134	1	0	0	615	0	"hypothetical protein"
ABUW_1156	ABUW_1156	0	1184180	1185088	-1	0	0	909	0	"transporter, drug/metabolite exporter family"
ABUW_1157	ABUW_1157	0	1185247	1186161	-1	0	0	915	0	"hypothetical protein"
ABUW_1158	ABUW_1158	0	1186203	1186409	-1	0	0	207	0	"hypothetical protein"
ABUW_1159	ABUW_1159	0	1186850	1187407	1	0	0	558	0	"transcriptional regulator, TetR family"
ABUW_1160	ABUW_1160	0	1187700	1187825	1	0	0	126	0	"hypothetical protein"
ABUW_1161	ABUW_1161	0	1187942	1188457	1	0	0	516	0	"hypothetical protein"
ABUW_1162	ABUW_1162	0	1188482	1189510	-1	0	0	1029	0	"hypothetical protein"
ABUW_1163	ABUW_1163	0	1190236	1190895	1	0	0	660	0	"transcriptional regulator, TetR family"
ABUW_1164	ABUW_1164	0	1191056	1191295	1	0	0	240	0	"hypothetical protein"
ABUW_1165	ABUW_1165	0	1191330	1192016	-1	0	0	687	0	"pirin domain protein"
ABUW_1166	ABUW_1166	0	1192260	1193228	-1	0	0	969	0	"threonine ammonia-lyase"
ABUW_1167	ABUW_1167	0	1193481	1194104	1	0	0	624	0	"hypothetical protein"
ABUW_1168	bauF	0	1194101	1194961	-1	0	0	861	0	"siderophore-interacting protein"
ABUW_1169	basA	0	1195359	1197206	1	0	0	1848	0	"non-ribosomal peptide synthetase"
ABUW_1170	basB	0	1197277	1199373	-1	0	0	2097	0	"non-ribosomal peptide synthetase"
ABUW_1171	ABUW_1171	0	1199520	1199627	1	0	0	108	0	"hypothetical protein"
ABUW_1172	ABUW_1172	0	1199807	1199938	1	0	0	132	0	"hypothetical protein"
ABUW_1173	bauD	0	1199938	1200879	1	0	0	942	0	"ferric acinetobactin transport system permease"
ABUW_1174	bauC	0	1200879	1201826	1	0	0	948	0	"ferric acinetobactin transport system permease"
ABUW_1175	bauE	0	1201823	1202593	1	0	0	771	0	"ferric acinetobactin transport system ATP-binding protein"
ABUW_1176	bauB	0	1202600	1203568	1	0	0	969	0	"ferric acinetobactin transport system periplasmic binding protein"
ABUW_1177	bauA	0	1203681	1205957	1	0	0	2277	0	"ferric acinetobactin receptor"
ABUW_1178	basC	0	1206021	1207331	-1	0	0	1311	0	"nonribosomal peptide synthetase BasC"
ABUW_1179	basD	0	1207379	1210321	-1	0	0	2943	0	"nonribosomal peptide synthetase BasD"
ABUW_1180	basE	0	1210483	1212111	1	0	0	1629	0	"2,3-dihydroxybenzoate-AMP ligase"
ABUW_1181	basF	0	1212129	1212998	1	0	0	870	0	"2,3 dihydro-2,3 dihydroxybenzoate synthase"
ABUW_1182	basG	0	1213116	1214267	1	0	0	1152	0	"histidine decarboxylase"
ABUW_1183	ABUW_1183	0	1214365	1214520	1	0	0	156	0	"hypothetical protein"
ABUW_1184	ABUW_1184	0	1214513	1216123	1	0	0	1611	0	"ABC transporter, ATP-binding protein"
ABUW_1185	ABUW_1185	0	1216120	1217715	1	0	0	1596	0	"ABC transporter"
ABUW_1186	basH	0	1217787	1218521	1	0	0	735	0	thioesterase
ABUW_1187	basI	0	1218532	1219287	1	0	0	756	0	"phosphopantetheinyl transferase"
ABUW_1188	basJ	0	1219412	1220581	1	0	0	1170	0	"isochorismate synthetase"
ABUW_1189	ABUW_1189	0	1220702	1221949	-1	0	0	1248	0	"ErfK/YbiS/YcfS/YnhG family"
ABUW_1190	hemE	0	1222249	1223322	1	0	0	1074	0	"uroporphyrinogen decarboxylase"
ABUW_1191	ABUW_1191	0	1223329	1224123	1	0	0	795	0	"hypothetical protein"
ABUW_1192	ABUW_1192	0	1224268	1224738	1	0	0	471	0	"hypothetical protein"
ABUW_1193	ABUW_1193	0	1224800	1226692	1	0	0	1893	0	"hypothetical protein"
ABUW_1194	ampC	0	1226758	1227909	-1	0	0	1152	0	"beta-lactamase ADC7"
ABUW_1195	folE	0	1228070	1228624	-1	0	0	555	0	"GTP cyclohydrolase I"
ABUW_1196	xdhA	0	1228881	1230380	1	0	0	1500	0	"xanthine dehydrogenase, small subunit"
ABUW_1197	xdhB	0	1230382	1232757	1	0	0	2376	0	"xanthine dehydrogenase, molybdopterin binding subunit"
ABUW_1198	xdhC	0	1232764	1233747	1	0	0	984	0	"xanthine dehydrogenase accessory protein XdhC"
ABUW_1199	ABUW_1199	0	1233758	1234453	-1	0	0	696	0	"Smr protein/MutS2"
ABUW_1200	trpC	0	1234463	1235269	-1	0	0	807	0	"indole-3-glycerol phosphate synthase"
ABUW_1201	trpD	0	1235279	1236334	-1	0	0	1056	0	"anthranilate phosphoribosyltransferase"
ABUW_1202	ABUW_1202	0	1236685	1239417	1	0	0	2733	0	"TonB-dependent receptor"
ABUW_1203	ABUW_1203	0	1239496	1242195	1	0	0	2700	0	"aminopeptidase N"
ABUW_1204	trpG	0	1242291	1242875	-1	0	0	585	0	"para-aminobenzoate/anthranilate synthase glutamine amidotransferase component"
ABUW_1205	ABUW_1205	0	1243172	1244974	-1	0	0	1803	0	"peptidase M24"
ABUW_1206	ABUW_1206	0	1244971	1246512	-1	0	0	1542	0	"dipeptide/tripeptide permease"
ABUW_1207	glnA	0	1247247	1248662	1	0	0	1416	0	"glutamine synthetase, type I"
ABUW_1208	ubiC	0	1248788	1249297	1	0	0	510	0	"chorismate lyase"
ABUW_1209	ubiA	0	1249294	1250172	1	0	0	879	0	"4-hydroxybenzoate polyprenyl transferase"
ABUW_1210	ABUW_1210	0	1250283	1251740	1	0	0	1458	0	"hypothetical protein"
ABUW_1211	ABUW_1211	0	1251851	1252051	1	0	0	201	0	"hypothetical protein"
ABUW_1212	ABUW_1212	0	1252061	1252504	-1	0	0	444	0	"hypothetical protein"
ABUW_1213	ABUW_1213	0	1252561	1252636	-1	0	0	76	0	
ABUW_1214	ABUW_1214	0	1252818	1252893	-1	0	0	76	0	
ABUW_1215	ABUW_1215	0	1252902	1252977	-1	0	0	76	0	
ABUW_1216	sodB	0	1253125	1253751	-1	0	0	627	0	"superoxide dismutase (Fe)"
ABUW_1217	ABUW_1217	0	1253897	1254655	-1	0	0	759	0	"hypothetical protein"
ABUW_1218	algW	0	1254849	1256024	1	0	0	1176	0	"peptidase S1 and S6"
ABUW_1219	cca	0	1256074	1257312	-1	0	0	1239	0	"tRNA nucleotidyl transferase"
ABUW_1220	ABUW_1220	0	1257404	1259674	-1	0	0	2271	0	"malate dehydrogenase"
ABUW_1221	ABUW_1221	0	1259911	1262760	-1	0	0	2850	0	"sensory box protein"
ABUW_1222	ABUW_1222	0	1262895	1263617	-1	0	0	723	0	"hypothetical protein"
ABUW_1223	metF	0	1263636	1264472	-1	0	0	837	0	"5,10-methylenetetrahydrofolate reductase"
ABUW_1224	ahcY	0	1264544	1265926	-1	0	0	1383	0	adenosylhomocysteinase
ABUW_1225	ABUW_1225	0	1266148	1266684	1	0	0	537	0	"hypothetical protein"
ABUW_1226	ABUW_1226	0	1266723	1267106	-1	0	0	384	0	"4-carboxymuconolactone decarboxylase"
ABUW_1227	ABUW_1227	0	1267210	1269675	-1	0	0	2466	0	"acyl-CoA dehydrogenase"
ABUW_1228	lipA1	0	1269959	1270972	-1	0	0	1014	0	"lipoic acid synthetase"
ABUW_1229	sthA	0	1271169	1272581	1	0	0	1413	0	"pyridine nucleotide transhydrogenase"
ABUW_1230	ABUW_1230	0	1272701	1272835	-1	0	0	135	0	"hypothetical protein"
ABUW_1231	ABUW_1231	0	1272825	1274039	-1	0	0	1215	0	"major facilitator family transporter"
ABUW_1232	ABUW_1232	0	1274214	1275560	-1	0	0	1347	0	"MFS transporter, NNP family"
ABUW_1233	ABUW_1233	0	1275970	1277088	-1	2	0.000992063492063492	1119	1	"OmpW family protein"
ABUW_1234	map1	0	1277293	1278120	-1	0	0	828	0	"methionine aminopeptidase, type I"
ABUW_1235	rpsB	0	1278330	1279082	1	0	0	753	0	"ribosomal protein S2"
ABUW_1236	tsf	0	1279220	1280095	1	0	0	876	0	"translation elongation factor Ts"
ABUW_1237	ABUW_1237	0	1280161	1280646	1	0	0	486	0	"hypothetical protein"
ABUW_1238	ABUW_1238	0	1280744	1281568	1	0	0	825	0	"transcriptional regulator, AraC family"
ABUW_1239	ABUW_1239	0	1281663	1282379	1	0	0	717	0	"branched-chain amino acid permease"
ABUW_1240	ABUW_1240	0	1282381	1282698	1	0	0	318	0	"hypothetical protein"
ABUW_1241	ABUW_1241	0	1282739	1283191	-1	0	0	453	0	"hypothetical protein"
ABUW_1242	rlpA	0	1283747	1284364	-1	0	0	618	0	"rare lipoprotein A"
ABUW_1243	mltB	0	1284655	1285656	-1	0	0	1002	0	"lytic murein transglycosylase B"
ABUW_1244	mrdB	0	1285676	1286818	-1	0	0	1143	0	"rod shape-determining protein RodA (EsvE3)"
ABUW_1245	ABUW_1245	0	1286947	1287597	-1	0	0	651	0	EsvE2
ABUW_1246	queF	0	1287621	1288433	-1	0	0	813	0	"NADPH-dependent 7-cyano-7-deazaguanine reductase (EsvE1)"
ABUW_1247	ABUW_1247	0	1288430	1289203	-1	0	0	774	0	"ABC transporter permease protein"
ABUW_1248	ABUW_1248	0	1289200	1290135	-1	0	0	936	0	"ABC transporter ATP-binding protein"
ABUW_1249	ABUW_1249	0	1290433	1291419	1	0	0	987	0	integrase
ABUW_1250	ABUW_1250	0	1291416	1291685	-1	0	0	270	0	"hypothetical protein"
ABUW_1251	ABUW_1251	0	1291697	1291912	-1	0	0	216	0	"hypothetical protein"
ABUW_1252	ABUW_1252	0	1291909	1292118	-1	0	0	210	0	"hypothetical protein"
ABUW_1253	ABUW_1253	0	1292115	1292456	-1	0	0	342	0	"hypothetical protein"
ABUW_1254	ABUW_1254	0	1292468	1292731	-1	0	0	264	0	"hypothetical protein"
ABUW_1255	ABUW_1255	0	1292728	1292985	-1	0	0	258	0	"hypothetical protein"
ABUW_1256	ABUW_1256	0	1292990	1293886	-1	0	0	897	0	"hypothetical protein"
ABUW_1257	ABUW_1257	0	1293889	1294740	-1	0	0	852	0	"hypothetical protein"
ABUW_1258	ABUW_1258	0	1294750	1295040	-1	0	0	291	0	"hypothetical protein"
ABUW_1259	ABUW_1259	0	1295040	1295306	-1	0	0	267	0	"hypothetical protein"
ABUW_1260	ABUW_1260	0	1295326	1295718	-1	0	0	393	0	"hypothetical protein"
ABUW_1261	ABUW_1261	0	1295906	1296121	1	0	0	216	0	"hypothetical protein"
ABUW_1262	ABUW_1262	0	1296105	1296335	-1	0	0	231	0	"hypothetical protein"
ABUW_1263	ABUW_1263	0	1296550	1297059	-1	0	0	510	0	"hypothetical protein"
ABUW_1264	ABUW_1264	0	1297205	1297414	-1	0	0	210	0	"hypothetical protein"
ABUW_1265	ABUW_1265	0	1297424	1298170	-1	0	0	747	0	"peptidase S24 S26A and S26B"
ABUW_1266	ABUW_1266	0	1298295	1298525	1	0	0	231	0	"regulator protein, putative"
ABUW_1267	ABUW_1267	0	1298536	1298802	1	0	0	267	0	"hypothetical protein"
ABUW_1268	ABUW_1268	0	1298854	1299036	1	0	0	183	0	"hypothetical protein"
ABUW_1269	ABUW_1269	0	1298999	1299172	1	0	0	174	0	"hypothetical protein"
ABUW_1270	ABUW_1270	0	1299169	1299912	1	0	0	744	0	"hypothetical protein"
ABUW_1271	ABUW_1271	0	1299912	1301237	1	0	0	1326	0	"replicative DNA helicase"
ABUW_1272	ABUW_1272	0	1301234	1301485	1	0	0	252	0	"hypothetical protein"
ABUW_1273	ABUW_1273	0	1301482	1301658	1	0	0	177	0	"hypothetical protein"
ABUW_1274	ABUW_1274	0	1301655	1301966	1	0	0	312	0	"hypothetical protein"
ABUW_1275	ABUW_1275	0	1301959	1302138	1	0	0	180	0	"hypothetical protein"
ABUW_1276	ABUW_1276	0	1302135	1302389	1	0	0	255	0	"hypothetical protein"
ABUW_1277	ABUW_1277	0	1302382	1302714	1	0	0	333	0	"hypothetical protein"
ABUW_1278	ABUW_1278	0	1302718	1303167	1	0	0	450	0	"hypothetical protein"
ABUW_1279	ABUW_1279	0	1303158	1303469	1	0	0	312	0	"hypothetical protein"
ABUW_1280	ABUW_1280	0	1303466	1303858	1	0	0	393	0	"hypothetical protein"
ABUW_1281	ABUW_1281	0	1303855	1304331	1	0	0	477	0	"hypothetical protein"
ABUW_1282	ABUW_1282	0	1304303	1304557	1	0	0	255	0	"hypothetical protein"
ABUW_1283	ABUW_1283	0	1304722	1304895	-1	0	0	174	0	"hypothetical protein"
ABUW_1284	ABUW_1284	0	1305043	1305261	1	0	0	219	0	"hypothetical protein"
ABUW_1285	ABUW_1285	0	1305614	1305874	1	0	0	261	0	"hypothetical protein"
ABUW_1286	ABUW_1286	0	1306188	1306541	1	0	0	354	0	"hypothetical protein"
ABUW_1287	ABUW_1287	0	1306740	1306976	1	0	0	237	0	"hypothetical protein"
ABUW_1288	ABUW_1288	0	1307638	1308093	1	0	0	456	0	"hypothetical protein"
ABUW_1289	ABUW_1289	0	1308155	1308589	1	0	0	435	0	"hypothetical protein"
ABUW_1290	ABUW_1290	0	1308558	1309199	1	0	0	642	0	"hypothetical protein"
ABUW_1291	ABUW_1291	0	1309258	1309728	1	0	0	471	0	"phage protein"
ABUW_1292	ABUW_1292	0	1309718	1311145	1	0	0	1428	0	"hypothetical protein"
ABUW_1293	ABUW_1293	0	1311142	1312593	1	0	0	1452	0	"hypothetical protein"
ABUW_1294	ABUW_1294	0	1312595	1313698	1	0	0	1104	0	"phage head morphogenesis protein"
ABUW_1295	ABUW_1295	0	1313707	1314135	1	0	0	429	0	"hypothetical protein"
ABUW_1296	ABUW_1296	0	1314234	1314476	1	0	0	243	0	"hypothetical protein"
ABUW_1297	ABUW_1297	0	1314694	1314885	1	0	0	192	0	"hypothetical protein"
ABUW_1298	ABUW_1298	0	1314999	1315766	1	0	0	768	0	"hypothetical protein"
ABUW_1299	ABUW_1299	0	1315794	1316750	1	0	0	957	0	"major capsid protein"
ABUW_1300	ABUW_1300	0	1316816	1317481	1	0	0	666	0	"hypothetical protein"
ABUW_1301	ABUW_1301	0	1317486	1317875	1	0	0	390	0	"hypothetical protein"
ABUW_1302	ABUW_1302	0	1317832	1318245	1	0	0	414	0	"hypothetical protein"
ABUW_1303	ABUW_1303	0	1318254	1318658	1	0	0	405	0	"hypothetical protein"
ABUW_1304	ABUW_1304	0	1318630	1318998	1	0	0	369	0	"hypothetical protein"
ABUW_1305	ABUW_1305	0	1319000	1319398	1	0	0	399	0	"hypothetical protein"
ABUW_1306	ABUW_1306	0	1319400	1319618	1	0	0	219	0	"hypothetical protein"
ABUW_1307	ABUW_1307	0	1319714	1320064	1	0	0	351	0	"hypothetical protein"
ABUW_1308	ABUW_1308	0	1320064	1321161	1	0	0	1098	0	"putative tail fiber"
ABUW_1309	ABUW_1309	0	1321257	1322174	1	0	0	918	0	"hypothetical protein"
ABUW_1310	ABUW_1310	0	1322244	1322759	1	0	0	516	0	"hypothetical protein"
ABUW_1311	ABUW_1311	0	1323328	1324020	1	0	0	693	0	"hypothetical protein"
ABUW_1312	ABUW_1312	0	1324135	1325064	-1	0	0	930	0	"phage protein"
ABUW_1313	ABUW_1313	0	1325273	1325509	1	0	0	237	0	"transcriptional regulator"
ABUW_1314	ABUW_1314	0	1325596	1326117	1	0	0	522	0	"hypothetical protein"
ABUW_1315	ABUW_1315	0	1326136	1326411	1	0	0	276	0	"hypothetical protein"
ABUW_1316	ABUW_1316	0	1326489	1330796	1	0	0	4308	0	"tail tape measure protein"
ABUW_1317	ABUW_1317	0	1331265	1331996	1	0	0	732	0	"hypothetical protein"
ABUW_1318	ABUW_1318	0	1331986	1332630	1	0	0	645	0	"hypothetical protein"
ABUW_1319	ABUW_1319	0	1332657	1333364	1	0	0	708	0	"hypothetical protein"
ABUW_1320	ABUW_1320	0	1333501	1333899	1	0	0	399	0	"hypothetical protein"
ABUW_1321	ABUW_1321	0	1333899	1334405	1	0	0	507	0	"bacteriophage D3-Orf22"
ABUW_1322	ABUW_1322	0	1334402	1334764	1	0	0	363	0	"hypothetical protein"
ABUW_1323	ABUW_1323	0	1334757	1338203	1	0	0	3447	0	"hypothetical protein"
ABUW_1324	ABUW_1324	0	1338270	1338626	1	0	0	357	0	"hypothetical protein"
ABUW_1325	ABUW_1325	0	1338623	1338841	1	0	0	219	0	"hypothetical protein"
ABUW_1326	ABUW_1326	0	1338831	1339385	1	0	0	555	0	lysozyme
ABUW_1327	ABUW_1327	0	1339552	1340073	-1	0	0	522	0	"hypothetical protein"
ABUW_1328	ABUW_1328	0	1340373	1340555	1	0	0	183	0	pseudogene
ABUW_1329	ABUW_1329	0	1340640	1340716	-1	0	0	77	0	
ABUW_1330	ABUW_1330	0	1340816	1341448	-1	0	0	633	0	"hypothetical protein"
ABUW_1331	ABUW_1331	0	1341596	1342300	-1	0	0	705	0	"exodeoxyribonuclease X, putative"
ABUW_1332	ABUW_1332	0	1342532	1343761	1	0	0	1230	0	"alkaline lipase"
ABUW_1333	glyA	0	1344007	1345260	1	0	0	1254	0	"glycine hydroxymethyltransferase"
